images,labels
./Identify/images/train\China_Drone_000635.jpg,['0 0.7021484375 0.138671875 0.158203125 0.2734375\n']
./Identify/images/train\China_Drone_000641.jpg,"['0 0.9111328125 0.283203125 0.056640625 0.41015625\n', '2 0.9052734375 0.669921875 0.185546875 0.19921875\n']"
./Identify/images/train\China_Drone_000646.jpg,"['0 0.880859375 0.3955078125 0.0703125 0.283203125\n', '0 0.6796875 0.8681640625 0.04296875 0.216796875\n']"
./Identify/images/train\China_Drone_000648.jpg,['0 0.447265625 0.8583984375 0.0546875 0.251953125\n']
./Identify/images/train\China_Drone_000649.jpg,['1 0.1455078125 0.17578125 0.287109375 0.0546875\n']
./Identify/images/train\China_Drone_000650.jpg,"['1 0.6396484375 0.80859375 0.513671875 0.1640625\n', '0 0.7158203125 0.921875 0.041015625 0.15625\n']"
./Identify/images/train\China_Drone_000652.jpg,['1 0.7314453125 0.1484375 0.509765625 0.078125\n']
./Identify/images/train\China_Drone_000653.jpg,['0 0.8212890625 0.9462890625 0.357421875 0.107421875\n']
./Identify/images/train\China_Drone_000655.jpg,"['0 0.1435546875 0.63671875 0.076171875 0.4765625\n', '0 0.7646484375 0.2197265625 0.060546875 0.435546875\n', '0 0.6689453125 0.572265625 0.041015625 0.140625\n', '1 0.697265625 0.6708984375 0.328125 0.072265625\n']"
./Identify/images/train\China_Drone_000656.jpg,['0 0.08203125 0.474609375 0.078125 0.9453125\n']
./Identify/images/train\China_Drone_000659.jpg,"['1 0.416015625 0.5224609375 0.41015625 0.099609375\n', '0 0.408203125 0.2470703125 0.06640625 0.482421875\n', '0 0.8056640625 0.291015625 0.064453125 0.5390625\n', '1 0.8310546875 0.615234375 0.283203125 0.046875\n']"
./Identify/images/train\China_Drone_000660.jpg,"['1 0.603515625 0.3369140625 0.4765625 0.095703125\n', '1 0.962890625 0.2900390625 0.07421875 0.037109375\n']"
./Identify/images/train\China_Drone_000663.jpg,['0 0.7509765625 0.4306640625 0.248046875 0.646484375\n']
./Identify/images/train\China_Drone_000665.jpg,['0 0.6962890625 0.1767578125 0.142578125 0.349609375\n']
./Identify/images/train\China_Drone_000669.jpg,"['1 0.8271484375 0.029296875 0.345703125 0.0546875\n', '0 0.736328125 0.5283203125 0.16796875 0.931640625\n']"
./Identify/images/train\China_Drone_000672.jpg,['0 0.8642578125 0.8369140625 0.052734375 0.318359375\n']
./Identify/images/train\China_Drone_000675.jpg,"['1 0.3642578125 0.69140625 0.724609375 0.09765625\n', '1 0.875 0.6796875 0.15625 0.0390625\n']"
./Identify/images/train\China_Drone_000682.jpg,"['0 0.0419921875 0.103515625 0.041015625 0.203125\n', '0 0.2197265625 0.2802734375 0.099609375 0.408203125\n', '0 0.2880859375 0.7197265625 0.080078125 0.470703125\n']"
./Identify/images/train\China_Drone_000683.jpg,['0 0.7587890625 0.7705078125 0.072265625 0.447265625\n']
./Identify/images/train\China_Drone_000687.jpg,"['0 0.556640625 0.7998046875 0.0546875 0.322265625\n', '0 0.708984375 0.15625 0.0625 0.30859375\n', '0 0.5380859375 0.169921875 0.060546875 0.3359375\n']"
./Identify/images/train\China_Drone_000688.jpg,['0 0.9267578125 0.5009765625 0.083984375 0.998046875\n']
./Identify/images/train\China_Drone_000689.jpg,"['0 0.375 0.134765625 0.1015625 0.21484375\n', '0 0.3076171875 0.4716796875 0.048828125 0.455078125\n']"
./Identify/images/train\China_Drone_000690.jpg,"['3 0.455078125 0.767578125 0.125 0.4609375\n', '3 0.4638671875 0.1083984375 0.099609375 0.212890625\n']"
./Identify/images/train\China_Drone_000693.jpg,"['1 0.826171875 0.1669921875 0.29296875 0.064453125\n', '0 0.7138671875 0.3623046875 0.048828125 0.314453125\n']"
./Identify/images/train\China_Drone_000695.jpg,"['3 0.1767578125 0.51953125 0.099609375 0.1015625\n', '2 0.91796875 0.93359375 0.1640625 0.12890625\n']"
./Identify/images/train\China_Drone_000700.jpg,['0 0.1513671875 0.5498046875 0.068359375 0.333984375\n']
./Identify/images/train\China_Drone_000708.jpg,"['0 0.6181640625 0.5009765625 0.083984375 0.998046875\n', '2 0.908203125 0.736328125 0.18359375 0.203125\n']"
./Identify/images/train\China_Drone_000717.jpg,['1 0.494140625 0.1240234375 0.546875 0.177734375\n']
./Identify/images/train\China_Drone_000721.jpg,"['1 0.5009765625 0.603515625 0.998046875 0.11328125\n', '1 0.6669921875 0.416015625 0.576171875 0.1328125\n']"
./Identify/images/train\China_Drone_000729.jpg,['1 0.6875 0.2607421875 0.57421875 0.083984375\n']
./Identify/images/train\China_Drone_000730.jpg,['1 0.7802734375 0.27734375 0.439453125 0.09375\n']
./Identify/images/train\China_Drone_000733.jpg,['0 0.8125 0.4853515625 0.06640625 0.966796875\n']
./Identify/images/train\China_Drone_000738.jpg,"['1 0.1240234375 0.830078125 0.076171875 0.03515625\n', '1 0.4833984375 0.8505859375 0.462890625 0.060546875\n', '0 0.8623046875 0.72265625 0.271484375 0.22265625\n']"
./Identify/images/train\China_Drone_000743.jpg,['1 0.8466796875 0.1953125 0.287109375 0.0625\n']
./Identify/images/train\China_Drone_000746.jpg,"['0 0.8046875 0.4443359375 0.06640625 0.224609375\n', '0 0.6728515625 0.841796875 0.083984375 0.31640625\n']"
./Identify/images/train\China_Drone_000747.jpg,['0 0.146484375 0.6982421875 0.12890625 0.603515625\n']
./Identify/images/train\China_Drone_000750.jpg,['1 0.5498046875 0.2294921875 0.306640625 0.091796875\n']
./Identify/images/train\China_Drone_000751.jpg,['0 0.0576171875 0.611328125 0.080078125 0.4296875\n']
./Identify/images/train\China_Drone_000752.jpg,"['0 0.26953125 0.0888671875 0.1796875 0.173828125\n', '1 0.595703125 0.970703125 0.32421875 0.05859375\n', '1 0.0908203125 0.16015625 0.177734375 0.06640625\n']"
./Identify/images/train\China_Drone_000754.jpg,"['1 0.525390625 0.392578125 0.86328125 0.125\n', '0 0.9794921875 0.1259765625 0.041015625 0.248046875\n']"
./Identify/images/train\China_Drone_000755.jpg,"['0 0.736328125 0.5009765625 0.19921875 0.998046875\n', '0 0.1513671875 0.443359375 0.298828125 0.1953125\n', '0 0.4736328125 0.271484375 0.345703125 0.16796875\n']"
./Identify/images/train\China_Drone_000756.jpg,['1 0.267578125 0.5244140625 0.44921875 0.115234375\n']
./Identify/images/train\China_Drone_000764.jpg,['3 0.107421875 0.69921875 0.10546875 0.05078125\n']
./Identify/images/train\China_Drone_000768.jpg,['0 0.349609375 0.458984375 0.08984375 0.9140625\n']
./Identify/images/train\China_Drone_000770.jpg,['0 0.4453125 0.439453125 0.046875 0.28515625\n']
./Identify/images/train\China_Drone_000785.jpg,['0 0.330078125 0.396484375 0.046875 0.28515625\n']
./Identify/images/train\China_Drone_000787.jpg,"['1 0.7431640625 0.1845703125 0.283203125 0.044921875\n', '0 0.791015625 0.1767578125 0.046875 0.349609375\n', '1 0.833984375 0.3359375 0.19921875 0.05078125\n']"
./Identify/images/train\China_Drone_000796.jpg,['1 0.25 0.83984375 0.49609375 0.3203125\n']
./Identify/images/train\China_Drone_000801.jpg,"['2 0.0947265625 0.041015625 0.185546875 0.078125\n', '2 0.76171875 0.0712890625 0.4765625 0.138671875\n', '0 0.58203125 0.5693359375 0.12109375 0.861328125\n']"
./Identify/images/train\China_Drone_000802.jpg,['1 0.431640625 0.5986328125 0.38671875 0.072265625\n']
./Identify/images/train\China_Drone_000805.jpg,['2 0.5517578125 0.388671875 0.740234375 0.39453125\n']
./Identify/images/train\China_Drone_000807.jpg,['1 0.369140625 0.2607421875 0.734375 0.330078125\n']
./Identify/images/train\China_Drone_000808.jpg,['1 0.271484375 0.8935546875 0.5390625 0.166015625\n']
./Identify/images/train\China_Drone_000815.jpg,"['0 0.232421875 0.79296875 0.12109375 0.41015625\n', '0 0.6015625 0.8203125 0.09375 0.33203125\n', '0 0.8134765625 0.6484375 0.083984375 0.48046875\n']"
./Identify/images/train\China_Drone_000817.jpg,['1 0.5009765625 0.3505859375 0.998046875 0.166015625\n']
./Identify/images/train\China_Drone_000818.jpg,"['0 0.048828125 0.4814453125 0.0625 0.232421875\n', '0 0.2373046875 0.25390625 0.259765625 0.12109375\n']"
./Identify/images/train\China_Drone_000825.jpg,['1 0.525390625 0.5576171875 0.3046875 0.076171875\n']
./Identify/images/train\China_Drone_000826.jpg,['0 0.31640625 0.375 0.1875 0.203125\n']
./Identify/images/train\China_Drone_000827.jpg,['1 0.3134765625 0.138671875 0.623046875 0.078125\n']
./Identify/images/train\China_Drone_000828.jpg,['2 0.541015625 0.8515625 0.3984375 0.2265625\n']
./Identify/images/train\China_Drone_000829.jpg,"['0 0.3603515625 0.724609375 0.052734375 0.125\n', '2 0.0517578125 0.6201171875 0.099609375 0.162109375\n', '0 0.134765625 0.8251953125 0.265625 0.134765625\n', '1 0.58984375 0.8369140625 0.37890625 0.091796875\n']"
./Identify/images/train\China_Drone_000832.jpg,['1 0.4248046875 0.646484375 0.287109375 0.07421875\n']
./Identify/images/train\China_Drone_000835.jpg,"['0 0.728515625 0.5859375 0.046875 0.390625\n', '1 0.7919921875 0.5556640625 0.138671875 0.037109375\n', '1 0.6884765625 0.796875 0.337890625 0.05078125\n', '0 0.55859375 0.7109375 0.0703125 0.12109375\n']"
./Identify/images/train\China_Drone_000838.jpg,"['0 0.1552734375 0.2109375 0.076171875 0.20703125\n', '0 0.3330078125 0.736328125 0.041015625 0.43359375\n', '1 0.27734375 0.7666015625 0.28515625 0.052734375\n']"
./Identify/images/train\China_Drone_000839.jpg,"['3 0.73046875 0.6240234375 0.08203125 0.119140625\n', '0 0.494140625 0.208984375 0.5703125 0.30859375\n', '1 0.8623046875 0.73828125 0.275390625 0.0703125\n', '1 0.34765625 0.904296875 0.2109375 0.078125\n', '0 0.5224609375 0.7880859375 0.130859375 0.298828125\n']"
./Identify/images/train\China_Drone_000840.jpg,"['1 0.53515625 0.146484375 0.234375 0.109375\n', '1 0.8349609375 0.2490234375 0.201171875 0.162109375\n']"
./Identify/images/train\China_Drone_000843.jpg,"['0 0.341796875 0.619140625 0.296875 0.203125\n', '0 0.8564453125 0.5126953125 0.287109375 0.263671875\n']"
./Identify/images/train\China_Drone_000850.jpg,"['1 0.3642578125 0.47265625 0.251953125 0.0625\n', '0 0.849609375 0.7841796875 0.29296875 0.181640625\n', '0 0.818359375 0.619140625 0.0625 0.19921875\n', '0 0.9052734375 0.439453125 0.189453125 0.1328125\n']"
./Identify/images/train\China_Drone_000853.jpg,['1 0.8623046875 0.396484375 0.275390625 0.05859375\n']
./Identify/images/train\China_Drone_000857.jpg,['0 0.6376953125 0.5009765625 0.091796875 0.998046875\n']
./Identify/images/train\China_Drone_000874.jpg,['1 0.5009765625 0.462890625 0.998046875 0.09375\n']
./Identify/images/train\China_Drone_000875.jpg,"['2 0.7294921875 0.2734375 0.541015625 0.54296875\n', '0 0.8720703125 0.775390625 0.189453125 0.44921875\n', '0 0.208984375 0.1689453125 0.4140625 0.224609375\n']"
./Identify/images/train\China_Drone_000883.jpg,"['0 0.7265625 0.8203125 0.13671875 0.359375\n', '0 0.60546875 0.7587890625 0.0859375 0.068359375\n']"
./Identify/images/train\China_Drone_000884.jpg,"['0 0.087890625 0.9345703125 0.171875 0.130859375\n', '0 0.1708984375 0.1865234375 0.337890625 0.369140625\n']"
./Identify/images/train\China_Drone_000891.jpg,"['1 0.44140625 0.2421875 0.87890625 0.1796875\n', '1 0.8447265625 0.1044921875 0.166015625 0.044921875\n']"
./Identify/images/train\China_Drone_000893.jpg,['0 0.169921875 0.4482421875 0.2109375 0.255859375\n']
./Identify/images/train\China_Drone_000904.jpg,"['0 0.2001953125 0.2109375 0.076171875 0.41796875\n', '1 0.1572265625 0.2607421875 0.287109375 0.041015625\n', '1 0.2890625 0.3994140625 0.14453125 0.037109375\n']"
./Identify/images/train\China_Drone_000908.jpg,"['1 0.8759765625 0.16015625 0.248046875 0.07421875\n', '0 0.912109375 0.5087890625 0.08984375 0.380859375\n']"
./Identify/images/train\China_Drone_000911.jpg,"['0 0.6484375 0.1025390625 0.046875 0.193359375\n', '2 0.638671875 0.2685546875 0.09375 0.142578125\n', '0 0.626953125 0.4990234375 0.05078125 0.314453125\n', '1 0.6962890625 0.857421875 0.599609375 0.16796875\n']"
./Identify/images/train\China_Drone_000915.jpg,['1 0.556640625 0.9599609375 0.4375 0.072265625\n']
./Identify/images/train\China_Drone_000922.jpg,['0 0.9541015625 0.7431640625 0.091796875 0.513671875\n']
./Identify/images/train\China_Drone_000928.jpg,"['1 0.6533203125 0.1533203125 0.638671875 0.107421875\n', '0 0.232421875 0.14453125 0.0546875 0.28515625\n']"
./Identify/images/train\China_Drone_000930.jpg,['0 0.2880859375 0.8125 0.064453125 0.12890625\n']
./Identify/images/train\China_Drone_000931.jpg,['2 0.5009765625 0.79296875 0.998046875 0.4140625\n']
./Identify/images/train\China_Drone_000935.jpg,['0 0.7939453125 0.5771484375 0.041015625 0.458984375\n']
./Identify/images/train\China_Drone_000938.jpg,"['1 0.8876953125 0.7734375 0.220703125 0.1015625\n', '0 0.767578125 0.9130859375 0.06640625 0.173828125\n', '0 0.6591796875 0.6650390625 0.087890625 0.669921875\n', '0 0.7470703125 0.2294921875 0.064453125 0.162109375\n']"
./Identify/images/train\China_Drone_000945.jpg,"['1 0.361328125 0.7685546875 0.11328125 0.029296875\n', '1 0.208984375 0.927734375 0.34375 0.05078125\n', '0 0.0595703125 0.6484375 0.056640625 0.36328125\n', '0 0.2255859375 0.34765625 0.044921875 0.328125\n']"
./Identify/images/train\China_Drone_000947.jpg,"['2 0.7529296875 0.3369140625 0.494140625 0.669921875\n', '0 0.96484375 0.8125 0.0703125 0.27734375\n']"
./Identify/images/train\China_Drone_000954.jpg,"['0 0.2255859375 0.3994140625 0.056640625 0.189453125\n', '0 0.384765625 0.8232421875 0.03515625 0.345703125\n', '1 0.3388671875 0.958984375 0.287109375 0.04296875\n']"
./Identify/images/train\China_Drone_000957.jpg,"['0 0.1328125 0.1240234375 0.05078125 0.212890625\n', '0 0.130859375 0.439453125 0.06640625 0.37109375\n', '1 0.3359375 0.0556640625 0.203125 0.068359375\n']"
./Identify/images/train\China_Drone_000961.jpg,"['1 0.1474609375 0.853515625 0.080078125 0.03515625\n', '1 0.513671875 0.865234375 0.48046875 0.05859375\n', '0 0.8759765625 0.7421875 0.248046875 0.203125\n']"
./Identify/images/train\China_Drone_000965.jpg,['0 0.09765625 0.1123046875 0.19140625 0.201171875\n']
./Identify/images/train\China_Drone_000966.jpg,"['1 0.6904296875 0.529296875 0.615234375 0.1875\n', '0 0.5625 0.134765625 0.05859375 0.26171875\n']"
./Identify/images/train\China_Drone_000969.jpg,"['1 0.2080078125 0.8515625 0.064453125 0.02734375\n', '1 0.4658203125 0.8310546875 0.298828125 0.041015625\n', '1 0.8193359375 0.8857421875 0.345703125 0.064453125\n']"
./Identify/images/train\China_Drone_000970.jpg,"['0 0.2080078125 0.787109375 0.041015625 0.23828125\n', '0 0.216796875 0.1484375 0.046875 0.29296875\n']"
./Identify/images/train\China_Drone_000985.jpg,['2 0.2978515625 0.6572265625 0.548828125 0.130859375\n']
./Identify/images/train\China_Drone_000987.jpg,"['1 0.0205078125 0.326171875 0.037109375 0.02734375\n', '1 0.1748046875 0.3251953125 0.095703125 0.041015625\n']"
./Identify/images/train\China_Drone_000988.jpg,"['2 0.8251953125 0.7470703125 0.349609375 0.376953125\n', '0 0.6015625 0.947265625 0.09375 0.1015625\n']"
./Identify/images/train\China_Drone_000990.jpg,['0 0.2783203125 0.806640625 0.052734375 0.125\n']
./Identify/images/train\China_Drone_000998.jpg,"['3 0.25390625 0.27734375 0.10546875 0.09765625\n', '3 0.392578125 0.291015625 0.08984375 0.06640625\n', '1 0.095703125 0.2333984375 0.1875 0.056640625\n']"
./Identify/images/train\China_Drone_001000.jpg,"['0 0.46875 0.67578125 0.07421875 0.25\n', '0 0.4130859375 0.212890625 0.119140625 0.328125\n']"
./Identify/images/train\China_Drone_001001.jpg,"['1 0.1171875 0.2197265625 0.08203125 0.037109375\n', '1 0.36328125 0.2373046875 0.25390625 0.044921875\n']"
./Identify/images/train\China_Drone_001004.jpg,"['1 0.443359375 0.83984375 0.4453125 0.0703125\n', '0 0.037109375 0.6787109375 0.05859375 0.240234375\n', '2 0.1279296875 0.8408203125 0.166015625 0.099609375\n']"
./Identify/images/train\China_Drone_001010.jpg,"['0 0.1064453125 0.412109375 0.072265625 0.73046875\n', '1 0.55078125 0.0400390625 0.8984375 0.076171875\n']"
./Identify/images/train\China_Drone_001011.jpg,"['1 0.4228515625 0.2626953125 0.615234375 0.083984375\n', '0 0.8212890625 0.21484375 0.130859375 0.42578125\n', '0 0.7705078125 0.6826171875 0.080078125 0.494140625\n']"
./Identify/images/train\China_Drone_001012.jpg,['1 0.384765625 0.7802734375 0.47265625 0.107421875\n']
./Identify/images/train\China_Drone_001015.jpg,['0 0.8955078125 0.376953125 0.208984375 0.71875\n']
./Identify/images/train\China_Drone_001016.jpg,['3 0.5224609375 0.0576171875 0.154296875 0.111328125\n']
./Identify/images/train\China_Drone_001018.jpg,['2 0.69140625 0.2783203125 0.26953125 0.552734375\n']
./Identify/images/train\China_Drone_001019.jpg,"['0 0.6884765625 0.3193359375 0.068359375 0.451171875\n', '0 0.55859375 0.818359375 0.078125 0.328125\n']"
./Identify/images/train\China_Drone_001021.jpg,"['1 0.33984375 0.9326171875 0.41796875 0.130859375\n', '1 0.69140625 0.875 0.34765625 0.1328125\n']"
./Identify/images/train\China_Drone_001028.jpg,"['0 0.697265625 0.8271484375 0.0703125 0.345703125\n', '2 0.6767578125 0.0673828125 0.099609375 0.130859375\n', '2 0.7099609375 0.6005859375 0.087890625 0.107421875\n', '0 0.755859375 0.443359375 0.0625 0.1953125\n', '0 0.66015625 0.2998046875 0.07421875 0.314453125\n']"
./Identify/images/train\China_Drone_001030.jpg,['1 0.53515625 0.8017578125 0.9296875 0.076171875\n']
./Identify/images/train\China_Drone_001031.jpg,"['0 0.705078125 0.4091796875 0.1171875 0.744140625\n', '0 0.6123046875 0.837890625 0.072265625 0.2890625\n', '1 0.677734375 0.8623046875 0.12109375 0.048828125\n']"
./Identify/images/train\China_Drone_001038.jpg,"['1 0.1318359375 0.1171875 0.236328125 0.0546875\n', '0 0.4658203125 0.30078125 0.333984375 0.23046875\n', '0 0.796875 0.341796875 0.16796875 0.140625\n']"
./Identify/images/train\China_Drone_001041.jpg,"['2 0.181640625 0.2158203125 0.359375 0.427734375\n', '0 0.5439453125 0.09765625 0.302734375 0.1796875\n']"
./Identify/images/train\China_Drone_001045.jpg,"['0 0.4541015625 0.5341796875 0.529296875 0.287109375\n', '3 0.6728515625 0.935546875 0.091796875 0.10546875\n']"
./Identify/images/train\China_Drone_001046.jpg,['1 0.458984375 0.3291015625 0.3203125 0.060546875\n']
./Identify/images/train\China_Drone_001049.jpg,['1 0.173828125 0.3369140625 0.34375 0.361328125\n']
./Identify/images/train\China_Drone_001050.jpg,"['3 0.4599609375 0.146484375 0.060546875 0.078125\n', '3 0.5302734375 0.29296875 0.115234375 0.16796875\n']"
./Identify/images/train\China_Drone_001054.jpg,"['0 0.9013671875 0.4931640625 0.072265625 0.216796875\n', '1 0.908203125 0.7314453125 0.078125 0.033203125\n']"
./Identify/images/train\China_Drone_001057.jpg,['1 0.345703125 0.16015625 0.3359375 0.0703125\n']
./Identify/images/train\China_Drone_001060.jpg,"['0 0.66796875 0.7548828125 0.4140625 0.486328125\n', '0 0.9267578125 0.28515625 0.126953125 0.45703125\n']"
./Identify/images/train\China_Drone_001061.jpg,['0 0.1005859375 0.5009765625 0.083984375 0.998046875\n']
./Identify/images/train\China_Drone_001065.jpg,"['1 0.0673828125 0.677734375 0.126953125 0.05078125\n', '1 0.1259765625 0.3232421875 0.208984375 0.052734375\n']"
